Journal Code,Journal Group code,Journal Family Code,Journal Title,Status,Global Subject Category,Business Unit,ISSN code,ISBN,JPS Code,E-Journal Code,Pub Source,Product Line(E),Product Line(J),Subject Code 1,Subject Code 2,Global Subject Category.1,New Office,Ownership,Owned by,Society,Soc. Acronym,Editor Name
YEA,YEA,,Yeast,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
YEA2,YEA,,Yeast (Electronic),P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
YGH2,YGH2,,Gastrohep (Electronic),P-Current publication,STMS Health Sciences,Health Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
YMM,YMM,,Medical Masterclass,S-Sold/InterCo Transfr,STMS Health Sciences,Health Sci,,,,,,,,,,,,N-Society Owned,,,,
YREV,YREV,,The Yale Review,P-Current publication,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
YRE3,YREV,,The Yale Review (Electronic),P-Current publication,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
YSSE,YSSE,,Yearbook of the National Society for the Study    of Education,S-Sold/InterCo Transfr,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
YSS3,YSSE,,Yearbook of the National Society for the Study    of Education (Electronic),S-Sold/InterCo Transfr,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
Y073,Y073,,Cheminform CD Annual only,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZAAC,ZAAC,,ZAAC: Zeitschrift fr anorganische und allgemeine  Alpha code for WIS - Info Only - see journal 2260,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
ZAMM,ZAMM,,ZAMM-Zeitschrift fuer Angewandte Mathematik       Alpha code for WIS - Info Only - see journal 2233,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
ZFCH,ZFCH,,Zeitschrift fuer Chemie,A-Abandoned,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZFJ,ZFJ,,Zeitschrift fur Jagdwissenschaft,S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZFJ2,ZFJ,,Zeitschrift fr Jagdwissenschaft,S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZKL,ZKL,,Landnutzung und Landentwicklung,S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZOJ,ZOJ,,Zoological Journal of the Linnean Society,S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
ZOJ2,ZOJ,,Zoological Journal of the Linnean Society         (Electronic),S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
ZOO,ZOO,,Zoo Biology,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZOOS,ZOOS,,Zoosystematics and Evolution                      Alpha code for WIS - Info Only - see journal 2240,I-Info Only,STMS Life Sciences,Life Sci,,,,,,,,,,,,-,,,,
ZOO2,ZOO,,Zoo Biology (Electronic),P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZPH,ZPH,JVM-ABC,Zoonoses and Public Health,P-Current publication,STMS Health Sciences,Health Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZPH2,ZPH,JVM-ABC,Zoonoses and Public Health (Electronic),P-Current publication,STMS Health Sciences,Health Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
ZSC,ZSC,,Zoologica Scripta,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
ZSC2,ZSC,,Zoologica Scripta (Electronic),P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
ZYGO,ZYGO,,Zygon© Journal of Religion and Science,P-Current publication,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
ZYG3,ZYGO,,Zygon©                                            Journal of Religion and Science,P-Current publication,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
2001,2001,CHEMPACK,Angewandte Chemie,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2002,2002,CHEMPACK,Angewandte Chemie International Edition,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2003,2003,,Nachrichten aus der Chemie,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2004,2004,CITCET,Chemie-Ingenieur-Technik (CIT),P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2005,2005,CHEMPACK,European Journal of Inorganic Chemistry,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2006,2006,ZEITPACK,Chemie in unserer Zeit (CHIUZ),P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2007,2007,ZEITPACK,Physik in unserer Zeit (PHIUZ),P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2008,2008,ZEITPACK,Biologie in unserer Zeit (BIUZ),P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2009,2009,ZEITPACK,Pharmazie in unserer Zeit (Pharmuz),C-Ceased,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2010,2010,,Materials and Corrosion/Werkstoffe und Korrosion,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2011,2011,,ChemistryOpen,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,J-Joint Owned,,,,
2012,2012,,Materialwissenschaft und Werkstofftechnik,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2014,2014,,"Propellants, Explosives, Pyrotechnics",P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2018,2018,,"Berichte der Bunsen-Gesellschaft                  (Physical Chemistry, Chemical Physics)",C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2019,2019,,Archiv der Pharmazie,O-Obsolete media,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
2020,2020,,Gewerblicher Rechtsschutz und Urheberrecht (GRUR),S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2021,2021,,Gewerblicher Rechtsschutz und Urheberrecht         International Edition  (GRUR Int),S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2022,2022,,Molecular Informatics,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2023,2023,,Grur Kartei,I-Info Only,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,N-Society Owned,,,,
2024,2024,,IIC - International Review of Industrial           Property and Copyright Law,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2027,2027,,Electrophoresis,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2028,2028,,Polymers,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2031,2031,,Berichte zur Wissenschaftsgeschichte,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2033,2033,,Verfahrenstechnische Berichte BIBL.Kt.,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2034,2034,,Geowissenschaften,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2035,2035,,Vakuum in Forschung und Praxis,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2040,2040,,European Journal of Immunology,Z-To be Obsolete media,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2041,2041,,Starch - Strke,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2044,2044,CITCET,Chemical Engineering & Technology (CET),O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2045,2045,,Journal of Plant Nutrition and Soil Science,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2046,2046,CHEMPACK,European Journal of Organic Chemistry,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2047,2047,,"CLEAN - Soil, Air, Water",O-Obsolete media,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2049,2049,,Electroanalysis,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2050,2050,,Physik Journal,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2051,2051,,DPG Nachrichten,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2052,2052,,DPG Verhandlungen,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2054,2054,,Forschungsberichte aus Technik und                 Naturwissenschaften,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2056,2056,,Particle & Particle Systems Characterization,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2057,2057,,Forschung,R-To be sold/Transfrd,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
2058,2058,,German Research,R-To be sold/Transfrd,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
2059,2059,,Angew. Chem. Suppl.,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2062,2062,,CIT Microfilm,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2065,2065,,Journal of Chemical Research,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2073,2073,,ChemInform,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2080,2080,,Chem. Abstracts,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2081,2081,,Sensors Update,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2082,2082,,OIB Aktuell,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2083,2083,,Chem. Abstracts Ohne Reg.,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2084,2084,,Structural Concrete,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2086,2086,,MD-Automation.de,N-Not yet published,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2087,2087,,Advanced Healthcare Materials,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2088,2088,,Photonics Views                                    - DO NOT USE see 2405,N-Not yet published,,,,,,,,,,,,,,O-Proprietary Owned,,,,
2089,2089,ADVMATPACK,Advanced Materials,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2090,2090,,Lebensmittelchemie,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
2091,2091,BAUPACK,Bautechnik,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2092,2092,BAUPACK,Stahlbau,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2093,2093,,Beton- und Stahlbetonbau,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2094,2094,,Bauphysik,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2095,2095,,DIBt Mitteilungen,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2099,2099,,Zeitschriften Allgemein,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,?-Unknown,,,,
2101,2101,,Spectroscopy Europe                               (see SE),I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2103,2103,,Der Architekt,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2105,2105,,Microbiology Europe,C-Ceased,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2106,2106,,"Chemkon - Chemie konkret, Forum fuer                Unterricht und Didaktik",P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2108,2108,,Standort Chemie,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2109,2109,,Chemical Technology Europe,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2110,2110,,Euromaterials,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2111,2111,CHEMPACK,Chemistry - A European Journal,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2112,2112,E706,Chemical Vapor Deposition,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2113,2113,,Mitteilungen der Fachgruppe Umweltchemie und       Okotoxikologie,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2114,2114,,European Journal of Lipid Science and Technology,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2116,2116,,Mauerwerk,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2117,2117,,Bauen mit Textilien,C-Ceased,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,O-Proprietary Owned,,,,
2119,2119,,bau-zeitung,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2120,2120,,Proteomics,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2126,2126,ADVMATPACK,Advanced Functional Materials,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2127,2127,MACPACK,Macromolecular Bioscience,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2128,2128,,ChemIndEng,A-Abandoned,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,?-Unknown,,,,
2129,2129,2129,Engineering in Life Sciences (See E129),O-Obsolete media,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2130,2130,ZAMM-PAMM,Proceedings in Applied Mathematics & Mechanics,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2131,2131,,Profi Abonnement Pro-Physik.De,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2132,2132,,Pro-Physik,N-Not yet published,,,,,,,,,,,,,,O-Proprietary Owned,,,,
2133,2133,PHYSPACK,physica status solidi (c) current topics in       solid state physics,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2134,2134,,Ernst & Sohn Special,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2135,2135,,Applied Numerical Analysis & Computational         Mathematics,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2136,2136,,Chemistry & Biodiversity,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2138,2138,,RISKNEWS,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2139,2139,PHYSPACK,physica status solidi (RRL)                        Rapid Research Letters,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2140,2140,,2B ING,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2141,2141,,Airport Safety - Security - Service,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2142,2142,,BIOforum,C-Ceased,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2143,2143,,BIOforum Europe,C-Ceased,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2144,2144,,BIOFORUM EDIT FRANC,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2145,2145,,BIOFORUM-SPEZ.ZELLBIO,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2146,2146,,CHEManager,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2148,2148,,GIT Laboratory Journal Europe,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2149,2149,,GIT Labor-Fachzeitschrift,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2150,2150,,GIT Sicherheit + Management,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2151,2151,,Imaging & Microscopy,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2152,2152,,Inspect,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2153,2153,,Kunststoff Trends,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2154,2154,,Management & Krankenhaus,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2155,2155,,medAmbiente,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2156,2156,,messtec drives Automation,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2157,2157,,Asian Journal of Organic Chemistry,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,J-Joint Owned,,,,
2160,2160,,GIT Reinraum Technik,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2161,2161,,Screening - Trends in Drug Discovery,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2162,2162,,GIT Spezial Separation,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2164,2164,,GIT STERILTECHNIK,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2165,2165,,WORKSHOP,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,?-Unknown,,,,
2166,2166,,BUSINESS PARTNER,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2168,2168,,Drives & Motion,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2170,2170,,LABORE.BUYERS GUIDE,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2177,2177,,Hospital Post,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2178,2178,,Pro-4-Pro Industrie Teil MT,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2180,2180,,Pro-4-Pro Industrie Teil S+M,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2185,2185,,PRO-4-PRO SEC&TECH,P-Current publication,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2191,2191,,CIT PLUS (GIT),I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2192,2192,,LVT (GIT)                                          - Do not use - see 2269,A-Abandoned,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2196,2196,,PRO-4-PRO INDUSTRIE,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2198,2198,,Energy Technology,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2199,2199,,GWA Junior Agency Book,I-Info Only,STMS Life Sciences,Life Sci,,,,,,,,,,,,-,,,,
2200,2200,,Prozessorganisation im DLG-gefhrten Krankenhaus,I-Info Only,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,-,,,,
2209,2209,2261,Acta Polymerica,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2211,2211,,Art & Design,C-Ceased,STMS Social Sci & Humanit,SSH,,,,,,,,,,,,O-Proprietary Owned,,,,
2216,2216,,Molecular Nutrition & Food Research,O-Obsolete media,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2217,2217,,Helvetica Chimica Acta,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,N-Society Owned,,,,
2219,2219,,Single Molecules,C-Ceased,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2221,2221,,Biometrical Journal,P-Current publication,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2222,2222,,Contributions to Plasma Physics,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2223,2223,,Crystal Research & Technology,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2224,2224,,Deutsche Entomologische Zeitschrift,S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,N-Society Owned,,,,
2226,2226,2129,Acta Biotechnologica,M-Merged,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2227,2227,,Altorientalische Forschungen,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2228,2228,,Astronomische Nachrichten,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2229,2229,,Archaeologisches Nachrichtenblatt,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2230,2230,,Beitraege zur Entomologie,S-Sold/InterCo Transfr,STMS Life Sciences,Life Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2231,2231,PHYSPACK,physica status solidi (a) applications and        materials science,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2232,2232,PHYSPACK,physica status solidi (b) basic solid state        physics,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2233,2233,ZAMM-PAMM,ZAMM Journal of Applied Mathematics and Mechanics,O-Obsolete media,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
2234,2234,,Zeitschrift fuer Aegyptische Sprache und          Altertumskunde,S-Sold/InterCo Transfr,STMS Physical Sciences &,Physical Sci,,,,,,,,,,,,O-Proprietary Owned,,,,
